,recall,recall,map50,map50
,mean,std,mean,std
k_shot,,,,
1,0.4652232732495604,0.3242851051080139,0.22533582916535924,0.15255275466047769
2,0.5153317385597319,0.18395895510911842,0.35067414395126084,0.18470706282505137
3,0.5915176413178054,0.09041474802998238,0.6297487017995425,0.15966150187448194
